Owner	Route	STR NO	Structure Name	MP xxxx.xxx	Latitude ddmmss.ss	Longitude ddmmss.ss	County	Municipality
County	9010	10XXF76	OLD CLINTON RD/SOUTH BRANCH RARITAN RIV	0000.000	40.34468	-74.525	HUNTERDON	Franklin township
County	9010	10XXF82	LOWER LANDSDOWN RD/CAPOOLONG CREEK	0000.500	40.362788	-74.54576	HUNTERDON	Franklin township
County	9010	10XXG62	BELL AVENUE OVER SPRUCE RUN	0000.000	40.42247	-74.563601	HUNTERDON	Glen Gardner borough
County	9010	10XXG63	SCHOOL STREET OVER SPRUCE RUN	0000.000	40.420431	-74.563715	HUNTERDON	Glen Gardner borough
County	9010	10XXH64	MOUNT JOY ROAD OVER MUSCONETCONG RIVER	0000.000	40.362145	-75.101416	HUNTERDON	Holland township
County	9010	10XXH91	JAVES ROAD OVER HAKIHOKAKE CREEK	0000.000	40.35018	-75.05379	HUNTERDON	Holland township
County	9010	10XXK25	BARBERTN PT.BREZE RD/LOCKATONG CK	0000.320	40.29072	-75.01165	HUNTERDON	
County	9010	10XXK47	COUNTY ROUTE 651 OVER LOCKATONG CREEK	0003.450	40.27283	-75.01442	HUNTERDON	
County	9010	10XXL93	Musconecong Riv Rd (CR 645) Ov Musconecong Riv	0002.440	40.44187	-74.56282	HUNTERDON	Lebanon township
County	9010	10XXL95	MOWDER HILL RD/MUSCONETCONG RIVER	0000.000	40.451491	-74.55391	HUNTERDON	Lebanon township
County	9010	10XXL96	PENWELL ROAD OVER MUSCONETCONG RIVER	0001.740	40.464051	-74.541171	HUNTERDON	Lebanon township
County	9010	10XXM54	BRIDGE STREET OVER HAKIHOHAKE CREEK	0000.040	40.34058	-75.05429	HUNTERDON	Milford borough
County	9010	10XXQ11	FLEMINGTON-WHITEHOUSE ROAD(CR 523)/CONRAIL	0012.260	40.32166	-74.503948	HUNTERDON	Raritan township
County	9010	10XXQ40	EVERITTS RD OV BR OF NESHANIC RV	0000.000	40.28246	-74.49399	HUNTERDON	Raritan township
County	9010	10XXQ48	KUHLS RD OV BR OF NESHANIC RIVER	0000.000	40.28467	-74.51288	HUNTERDON	Raritan township
County	9010	10XXR19	ISLAND ROAD OVER ROCKAWAY CREEK	0000.000	40.37238	-74.431541	HUNTERDON	Readington township
County	9010	10XXR20	LAMINGTON ROAD OVER ROCKAWAY CREEK	0000.000	40.374851	-74.441061	HUNTERDON	Readington township
County	9010	10XXRT6	ROCKAWAY ROAD OVER ROCKAWAY CREEK	0000.850	40.394262	-74.455796	HUNTERDON	Readington township
County	9010	10XXT80	ROCKAWAY RD. OV ROCKAWAY CR	0002.130	40.402075	-74.46587	HUNTERDON	Tewksbury township
County	9010	10XXT82	ROCKAWAY ROAD OVER ROCKAWAY CREEK	0003.320	40.40462	-74.475931	HUNTERDON	Tewksbury township
County	9010	10XXT83	ROCKAWAY ROAD OVER ROCKAWAY CREEK	0003.510	40.405549	-74.480144	HUNTERDON	Tewksbury township
County	9010	10XXT85	OLD MOUNTAIN ROAD / ROCKAWAY CREEK	0000.000	40.413024	-74.4836	HUNTERDON	Tewksbury township
County	9011	1100001	SOUTH WARREN STREET /ASSUNPINK CREEK	0000.000	40.130318	-74.455706	MERCER	Trenton city
County	9011	1100002	SO BROAD ST(RT. US. 206)/ ASSUNPINK CRK	0042.690	40.130516	-74.455106	MERCER	Trenton city
County	9011	1100005	PRINCETON PIKE (CR 583) OVER STONY BROOK	0007.340	40.193633	-74.405029	MERCER	Princeton township
County	9011	1100006	SPRUCE STREET (CR 613)/BRANCH SHABAKUNK CREEK	0000.550	40.145646	-74.452246	MERCER	Ewing township
County	9011	1100007	YDVLE-GRVLE RD(CR609)/DOCTORS CREEK	0000.360	40.102791	-74.402373	MERCER	Hamilton township
County	9011	1100008	NORTH HARRISON ST (CR 629) OVER CARNEGIE LAKE	0000.600	40.203377	-74.381438	MERCER	Princeton township
County	9011	1100009	PROSPECT STREET (CR 627)/SHABAKUNK CREEK	0000.450	40.143612	-74.460174	MERCER	Ewing township
County	9011	1100010	NORTH OLDEN AVE EXT. (CR622)/SHABAKUNK CREEK	0004.710	40.144227	-74.454055	MERCER	Ewing township
County	9011	1100011	EWINGVILLE ROAD (CR 636) OVER SHABAKUNK CREEK	0002.780	40.154764	-74.45357	MERCER	Ewing township
County	9011	1100012	EWINGVILLE ROAD (CR 636) OVER SHABAKUNK CREEK	0004.060	40.163247	-74.462753	MERCER	Ewing township
County	9011	1100014	PROVINCE LINE RD (CR 569) / BRANCH OF STONY BROOK	0000.500	40.181206	-74.412103	MERCER	Lawrence township
County	9011	1100015	BASIN RD OVER ASSUNPINK CREEK	0000.440	40.16068	-74.42059	MERCER	Hamilton township
County	9011	1100016	QUAKERBRIDGE RD (CR 533)/ASSUNPINK CRK	0006.000	40.161188	-74.401794	MERCER	Lawrence township
County	9011	1100017	PRINCETON PIKE (CR 583)/SHABAKUNK CRK	0001.530	40.151883	-74.441574	MERCER	Lawrence township
County	9011	1100018	PRINCETON PIKE (CO 583)/FIVE MILE RUN	0003.470	40.164416	-74.43039	MERCER	Lawrence township
County	9011	1100019	BAKERS BASIN ROAD OVER SHIPETAUKIN CREEK	0000.210	40.162718	-74.420726	MERCER	Lawrence township
County	9011	1100020	PRINCETON PIKE (CR 583) OVER SHIPETAUKIN CREEK	0004.830	40.17458	-74.421775	MERCER	Lawrence township
County	9011	1100021	CARTER RD(CR 569)/SHIPETAUKIN CK	0002.390	40.185105	-74.424958	MERCER	Lawrence township
County	9011	1100022	KLOCKNER ROAD OVER MIRY RUN	0000.400	40.145688	-74.424025	MERCER	Hamilton township
County	9011	1100023	QUAKER BRIDGE ROAD (CR 533) OVER MIRY RUN.	0004.240	40.1448	-74.411086	MERCER	Hamilton township
County	9011	1100024	HUGHES DRIVE OVER MIRY RUN	0000.710	40.14378	-74.393392	MERCER	Hamilton township
County	9011	1100027	SOUTH BROAD STREET (CR 672)/ DOCTORS CREEK	0001.880	40.103504	-74.400714	MERCER	Hamilton township
County	9011	1100028	GROVEVILLE-ALLENTOWN ROAD/DOCTORS CREEK	0001.090	40.102062	-74.393293	MERCER	Hamilton township
County	9011	1100029	CROSSWICKS-HAMILTON SQ RD/DOCTORS CREEK	0002.880	40.095448	-74.384871	MERCER	Hamilton township
County	9011	1100030	KLOCKNER ROAD OVER EDGE'S BROOK	0000.610	40.114934	-74.385626	MERCER	Hamilton township
County	9011	1100031	CRANBURY ROAD (CR 615) OVER BEAR BROOK	0000.420	40.19057	-74.364482	MERCER	West Windsor township
County	9011	1100032	CLARKSVILLE-GROVERS MILL ROAD (CR 638)/BEAR BRK	0005.010	40.185335	-74.362974	MERCER	West Windsor township
County	9011	1100034	WARD STREET OVER PEDDIE LAKE	0000.270	40.160064	-74.31179	MERCER	Hightstown borough
County	9011	1100035	WARD STREET OVER ROCKY BROOK	0000.890	40.153967	-74.304925	MERCER	East Windsor township
County	9011	1100037	WASHINGTON RD (CO 571)/CARNEGIE LAKE	0043.210	40.202271	-74.385321	MERCER	Princeton township
County	9011	1100038	PENNINGTON-HOPEWELL RD (CR 654)/STONY BROOK	0001.040	40.215491	-74.471432	MERCER	Hopewell township
County	9011	1100040	LAMBERTVILLE-HOPEWELL RD(CR518)/BR. STONY BK	0008.310	40.230125	-74.485354	MERCER	Hopewell township
County	9011	1100041	ROSEDALE ROAD (CO. 604)/STONY BROOK	0001.750	40.20441	-74.412451	MERCER	Princeton township
County	9011	1100042	CO RT 518 OVER BEDENS BROOK	0011.010	40.2333	-74.4458	MERCER	Hopewell township
County	9011	1100043	CARTER ROAD (CR 569) / STONY BROOK	0004.520	40.203456	-74.433048	MERCER	Lawrence township
County	9011	1100044	CLARKSVILLE ROAD (CR 638) OVER DUCK POND RUN	0002.540	40.174747	-74.384668	MERCER	West Windsor township
County	9011	1100046	OLD TRENTON RD (CR 535) OVER BIG BEAR BROOK	0010.080	40.164124	-74.343705	MERCER	West Windsor township
County	9011	1100047	EDINBURG-ROBBINSVILLE RD (CR 526)/MIRY RUN	0005.780	40.134108	-74.371108	MERCER	
County	9011	1100049	SOUTHARD ST/CONRAIL(BRDNTWN SCND)&US1	0000.200	40.133962	-74.452222	MERCER	Trenton city
County	9011	1100050	N OLDEN AV/US 1 & CONRAIL (BRDNTWN SEC)	0003.620	40.1405	-74.44468	MERCER	Trenton city
County	9011	1100051	MONTGOMERY ST OVER ASSUNPINK CRK	0000.000	40.130549	-74.454145	MERCER	Trenton city
County	9011	1100052	S CLINTON AVE OVER ASSUNPINK CREEK	0003.460	40.130467	-74.451714	MERCER	Trenton city
County	9011	1100053	E STATE ST(CR635)&FAIRVIEW AVE/ASSUNPINK CREEK	0000.180	40.131626	-74.450726	MERCER	Trenton city
County	9011	1100054	MONMOUTH ST OVER ASSUNPINK CREEK	0000.250	40.132198	-74.450382	MERCER	Trenton city
County	9011	1100055	LINCOLN AVE (CR 626)/AMTRAK & ASSUNPINK CREEK	0000.050	40.132801	-74.445824	MERCER	Trenton city
County	9011	1100056	NORTH OLDEN AVE (CR 622) OVER ASSUNPINK CREEK	0003.210	40.13474	-74.443381	MERCER	Trenton city
County	9011	1100057	NOTTINGHAM WAY OVER ASSUNPINK CREEK	0000.090	40.140084	-74.441753	MERCER	Trenton city
County	9011	1100058	WALL STREET OVER ASSUNPINK CREEK	0000.030	40.131896	-74.450732	MERCER	Trenton city
County	9011	1100060	BEAR TAVERN RD (CR 579) OVER JACOBS CREEK	0004.470	40.17312	-74.502677	MERCER	Hopewell township
County	9011	1100061	WASH. CROSSING-PENNGTON RD(CR546)/JACOBS CRK	0002.140	40.18257	-74.500194	MERCER	Hopewell township
County	9011	1100062	JACOBS CREEK ROAD (CR 579) OVER EWING CREEK	0004.290	40.172389	-74.502661	MERCER	Hopewell township
County	9011	1100063	WASHINGTON CROSSING-PENNTN(CR 546)/WOOLSEY'S CREEK	0002.530	40.182729	-74.493476	MERCER	Hopewell township
County	9011	1100064	PNGTN-CNTRVL.RD(CO.624)/STONY BROOK	0000.660	40.195336	-74.463909	MERCER	Hopewell township
County	9011	1100065	ALEXANDER RD OVER STONY BROOK	0002.020	40.195632	-74.391192	MERCER	Princeton township
County	9011	1100066	WHITEHEAD RD (CO 616) / ASSUNPINK CREEK	0000.860	40.145166	-74.433579	MERCER	Lawrence township
County	9011	1100067	VALLEY RD/MOORES CK- MC NO.211.4	0001.730	40.20075	-74.53574	MERCER	Hopewell township
County	9011	1100069	FIDDLERS CRK RD OVER FIDDLERS CRK	0000.000	40.19141	-74.52299	MERCER	Hopewell township
County	9011	1100070	PENNINGTON-TITUSVLLE RD/JACOBS CRK	0000.000	40.190676	-74.501671	MERCER	Hopewell township
County	9011	1100071	PENNGTON-HARBRTON RD OVER JACOBS CRK	0000.830	40.19546	-74.50101	MERCER	Hopewell township
County	9011	1100072	MINE RD/STONY BROOK (230.3)	0000.000	40.22263	-74.47384	MERCER	Hopewell township
County	9011	1100073	TITUS MILL RD OVER STONY BROOK	0000.000	40.20573	-74.46555	MERCER	Hopewell township
County	9011	1100075	OLD MILL ROAD OVER STONY BROOK	0000.000	40.19528	-74.46024	MERCER	Hopewell township
County	9011	1100076	FEDERAL CITY RD/SOUTH BR OF STONY BRK	0000.000	40.19447	-74.46123	MERCER	Hopewell township
County	9011	1100078	YARD RD/BALDWINS CREEK (236.3)	0000.000	40.20216	-74.48061	MERCER	Hopewell township
County	9011	1100081	AUNT MOLLY RD OVER BEDENS BROOK	0000.000	40.23038	-74.442561	MERCER	Hopewell township
County	9011	1100082	QUAKER ROAD (CR 533) OVER STONY BROOK	0009.080	40.183426	-74.404998	MERCER	Princeton township
County	9011	1100083	POE RD OVER HARRYS BROOK	0000.000	40.21575	-74.37499	MERCER	Princeton township
County	9011	1100084	LOCUST LANE / HARRYS BROOK (364.15)	0000.000	40.213726	-74.381053	MERCER	Princeton township
County	9011	1101205	CALHOUN ST/BELVIDERE-DEL. BRANCH (ABAND)	0000.260	40.133126	-74.461924	MERCER	Trenton city
County	9011	1102302	LAMBERTVILLE-HOPEWELL RD (CR 518)/STONEY BRK	0007.420	40.230114	-74.485422	MERCER	Hopewell township
County	9011	1102321	ELM RIDGE RD (CR 625) OVER HONEY BRANCH BROOK	0001.380	40.202693	-74.443687	MERCER	Hopewell township
County	9011	1102392	WOODSVILLE-MARSHALLS CRNR RD/WOODSVILLE BRK	0000.470	40.223803	-74.493191	MERCER	Hopewell township
County	9011	1102393	LAMBERTVILLE-HOPEWELLRD(CR518)/WOODSVILLE BK	0007.620	40.230256	-74.4841	MERCER	Hopewell township
County	9011	1102415	BRANDON RD WEST OVER SHABAKUNK CREEK	0000.000	40.17467	-74.46179	MERCER	Hopewell township
County	9011	1102503	CARTER ROAD (CR 569) OVER BEDENS BROOK	0007.830	40.225239	-74.450889	MERCER	Hopewell township
County	9011	1103643	SNOWDEN LANE OVER HEATHCOTE BROOK	0000.130	40.212932	-74.382682	MERCER	Princeton township
County	9011	1104416	CARLTON AVE OVER WEST BRANCH SHABAKUNK CREEK	0000.610	40.160864	-74.473822	MERCER	Ewing township (CDP)
County	9011	1104422	GREEN LANE OVER SHABAKUNK CREEK	0000.610	40.155857	-74.461611	MERCER	Ewing township
County	9011	1105202	PROVINCE LINE ROAD (CR 569) OVER D& R CANAL	0000.330	40.180888	-74.411848	MERCER	
County	9011	1106411	SWEET BRIAR AVE (CR 649) OVER MIRY RUN	0000.440	40.145618	-74.430671	MERCER	Hamilton township
County	9011	1106417	MERCERVILE-EDINBURG ROAD (CR 535) / MIRY RUN	0004.680	40.14498	-74.400744	MERCER	Hamilton township
County	9011	1106427	MRCRVILE-WHTHORSE RD(CR 533)/POND RUN	0002.030	40.12558	-74.412502	MERCER	Hamilton township
County	9011	1106703	COUNTY ROUTE 672 OVER CROSSWICKS CREEK	0000.000	40.092082	-74.385232	MERCER	Hamilton township
County	9011	1106704	IRON BRIDGE RD OVER CROSSWICKS CREEK	0000.000	40.082951	-74.365875	MERCER	Hamilton township
County	9011	1106713	HAMILTON SQ-YRDVILL RD/BACK EDGE BRK	0000.970	40.113148	-74.395549	MERCER	Hamilton township
County	9011	1106729	TATTLETOWN RD OVER DOCTOR'S CREEK	0000.000	40.09571	-74.373732	MERCER	Hamilton township
County	9011	1107212	MEADOW RD OVER DUCK POND RUN	0000.000	40.175311	-74.385838	MERCER	West Windsor township
County	9011	1107402	OLD TRENTON RD (CR 526) OVER ASSUNPINK CRK	0003.520	40.15292	-74.370314	MERCER	West Windsor township
County	9011	1107454	EDNBRG-DTCHNCK ROAD (CR 526)/BRIDEGROOM RUN	0002.870	40.155808	-74.365172	MERCER	West Windsor township
County	9011	1107604	GROVERS  ROAD OVER MILLSTONE RIVER	0000.000	40.191905	-74.362839	MERCER	West Windsor township
County	9011	1107606	SOUTHFIELD RD OVER MILLSTONE RIVER	0000.000	40.181334	-74.343151	MERCER	West Windsor township
County	9011	1107612	ALEXANDER ROAD OVER LITTLE BEAR BROOK	0000.540	40.19052	-74.375995	MERCER	West Windsor township
County	9011	1107626	RABBIT HILL RD OVER BEAR BROOK	0000.000	40.17516	-74.354014	MERCER	West Windsor township
County	9011	1107627	HIGHTSTOWN RD (CR 571) OVER BEAR BROOK	0038.670	40.174137	-74.353201	MERCER	West Windsor township
County	9011	1107628	SOUTHFIELD RD OVER BEAR  BROOK	0000.000	40.165489	-74.351587	MERCER	West Windsor township
County	9011	1108601	MILLSTONE ROAD OVER MILLSTONE RVR	0000.000	40.174862	-74.334662	MERCER	East Windsor township
County	9011	1108602	OLD TRENTON ROAD (CR 535)/MILLSTONE RIVER	0011.800	40.17273	-74.32573	MERCER	East Windsor township
County	9011	1108621	DUTCH NECK ROAD OVER BEAR BROOK	0002.250	40.160515	-74.335489	MERCER	East Windsor township
County	9011	1108632	BANK STREET OVER ROCKY BROOK	0000.000	40.161979	-74.312929	MERCER	Hightstown borough
County	9011	1108639	DISBROW HILL RD/ROCKY BROOK	0000.000	40.151101	-74.291497	MERCER	East Windsor township
County	9011	1108641	ETRA ROAD (CR 571)/SCHENCK BROOK	0033.650	40.1536	-74.310756	MERCER	East Windsor township
County	9011	1109402	WINDSOR RD OVER  ASSUNPINK CREEK	0002.200	40.130631	-74.333748	MERCER	Washington township
County	9011	1109411	COOMBS ROAD OVER MIRY RUN	0001.390	40.142402	-74.382251	MERCER	Washington township
County	9011	1109414	POND ROAD OVER MIRY RUN	0000.000	40.140434	-74.373546	MERCER	Washington township
County	9011	1109432	SHARON RD / TRIB. OF ASSUNPINK CREEK	0001.770	40.125974	-74.333862	MERCER	Washington township
County	9011	1121115	PLSNT VLY-HARBOURTON RD/TRIB MOORES CRK	0000.000	40.204239	-74.522216	MERCER	Hopewell township
County	9011	1124425	BULL RUN ROAD OVER SHABAKUNK CREEK	0000.190	40.170629	-74.455955	MERCER	Ewing township
County	9011	1133510	GREAT ROAD OVER BRANCH OF STONY BROOK	0000.470	40.211603	-74.405094	MERCER	Princeton township
County	9011	1149169	SLOAN AVE (CR 649) OVER AMTRAK & ACCESS ROAD	0001.000	40.150627	-74.42346	MERCER	Hamilton township
County	9011	1149173	ALEXANDER ROAD OVER AMTRAK	0000.040	40.18436	-74.374373	MERCER	West Windsor township
County	9011	1154219	BALSAM DRIVE OVER FIVE MILE RUN	0000.000	40.163854	-74.432281	MERCER	Lawrence township
County	9011	1154319	FACKLER RD.(CO.569)/SHIPETAUKIN CREEK	0002.020	40.183688	-74.423811	MERCER	Lawrence township
County	9011	1157801	QUAKER BRIDGE RD (CR 533) OVER AMTRAK	0006.700	40.16451	-74.401449	MERCER	Lawrence township
County	9011	1164211	KLOCKNER RD./BRANCH POND RUN	0004.690	40.12462	-74.393162	MERCER	Hamilton township
County	9011	1165401	ENTERPRISE AVE OVER ASSUNPINK CRK	0000.000	40.143349	-74.435519	MERCER	Lawrence township
County	9011	1165404	CARNEGIE ROAD OVER ASSUNPINK CREEK	0000.000	40.155043	-74.424111	MERCER	Hamilton township
County	9011	1176213	DORCHESTER DRIVE OVER BIG BEAR BROOK	0000.000	40.162665	-74.341463	MERCER	East Windsor township
County	9011	1186212	DUTCH NECK ROAD/S. BR. BIG BEAR BROOK	0001.490	40.160192	-74.344386	MERCER	West Windsor township
County	9011	1194111	SHARON ROAD OVER MIRY RUN	0000.620	40.125635	-74.362632	MERCER	Washington township
County	9012	120RS03	MAJOR ROAD / AMTRAK & LAWRENCE BROOK	0001.610	40.232321	-74.314868	MIDDLESEX	South Brunswick township
County	9012	120RS04	COUNTY ROUTE 522 OVER AMTRAK	0001.950	40.23	-74.3224	MIDDLESEX	South Brunswick township
County	9012	121B001	ROOSEVELT AVE. OVER NOES CREEK	0003.210	40.344131	-74.125303	MIDDLESEX	Carteret borough
County	9012	121B007	BLAIR ROAD OVER WOODBRIDGE CREEK	0000.660	40.341134	-74.15327	MIDDLESEX	
County	9012	121B017	PORT READING AVE/WOODBRIDGE CREEK	0007.010	40.334584	-74.16078	MIDDLESEX	Woodbridge township
County	9012	121B018	RIDGEDALE AVENUE OVER WEDGEWOOD BROOK	0000.000	40.33454	-74.163461	MIDDLESEX	Woodbridge township
County	9012	121B019	WEDGEWOOD AVENUE OVER WEDGEWOOD BROOK	0000.000	40.335267	-74.162615	MIDDLESEX	Woodbridge township
County	9012	121B020	RAHWAY AVE(CO.RT.514)/WEDGEWOOD BROOK	0035.620	40.335382	-74.162334	MIDDLESEX	Woodbridge township
County	9012	121B037	NEW DOVER RD / S.BR. OF RAHWAY RIVER	0002.010	40.345724	-74.180066	MIDDLESEX	Woodbridge township
County	9012	121B044	RAHWAY AVE (CR 514) OVER HEARDS BROOK	0035.020	40.332406	-74.16357	MIDDLESEX	Woodbridge Township (CDP)
County	9012	121B045	PEARL STREET OVER HEARDS BROOK	0000.100	40.332208	-74.1642	MIDDLESEX	Woodbridge Township (CDP)
County	9012	121B046	SCHOOL STREET OVER HEARDS BROOK	0000.000	40.332208	-74.164914	MIDDLESEX	Woodbridge township
County	9012	121B047	ELMWOOD AVENUE OVER HEARDS BROOK	0000.000	40.331956	-74.170936	MIDDLESEX	Woodbridge township
County	9012	121B049	WOODBRIDGE AVE OVER WOODBRIDGE CR	0000.410	40.331266	-74.155928	MIDDLESEX	Woodbridge township
County	9012	121B051	STATE STREET OVER WOODBRIDGE CREEK	0002.180	40.321878	-74.154164	MIDDLESEX	Perth Amboy city
County	9012	121B055	AMBOY AV (CR 653) OVER BR OF WOODBRIDGE CR	0001.880	40.322836	-74.162615	MIDDLESEX	Woodbridge township
County	9012	121B081	GREEN STREET(CR 604)/TRIB TO RAHWAY R	0004.110	40.341974	-74.185328	MIDDLESEX	Woodbridge township
County	9012	121B084	GILLS LANE/ SOUTH BRANCH RAHWAY RIVER	0000.000	40.340312	-74.192363	MIDDLESEX	Woodbridge township
County	9012	121B107	MAIN STREET (RTE 531) OVER MILL BROOK	0000.350	40.31143	-74.21258	MIDDLESEX	Edison township
County	9012	121B109	PHILO BOULEVARD OVER MILL BROOK	0000.000	40.311561	-74.21218	MIDDLESEX	Edison township
County	9012	121B112	BERNARD AVENUE OVER MILL BROOK	0000.000	40.311764	-74.211658	MIDDLESEX	Edison township
County	9012	121B133	EXECUTIVE AVENUE OVER MILL BROOK	0000.000	40.294338	-74.225266	MIDDLESEX	Edison township
County	9012	121B145	ROOSEVELT DR(CR657 II)/  RAHWAY RIVER	0000.570	40.325976	-74.202346	MIDDLESEX	Edison township
County	9012	121B150	HOMESTEAD AVE OVER WOODBRIDGE CREEK	0000.180	40.344652	-74.155565	MIDDLESEX	Woodbridge township
County	9012	121B502	WOODBRIDGE AV(CR514)/ RARITAN CNTR PKWY	0030.800	40.312046	-74.202334	MIDDLESEX	Edison township
County	9012	121B504	MAIN ST / WOODBRIDGE CENTER DR.	0033.660	40.324788	-74.17519	MIDDLESEX	Woodbridge Township (CDP)
County	9012	121B506	WOOD AVE (CR649) OVER SO. BRANCH OF RAHWAY RIVER	0000.350	40.33546	-74.194836	MIDDLESEX	Woodbridge township
County	9012	121B507	DISTRIBUTION BLVD OVER MILL BROOK	0000.000	40.295722	-74.224945	MIDDLESEX	Edison township
County	9012	121B515	MIDDLESEX AVENUE OVER DITCH	0000.000	40.335324	-74.135545	MIDDLESEX	
County	9012	121B516	MIDDLESEX AVENUE OVER DITCH	0000.000	40.335054	-74.133918	MIDDLESEX	
County	9012	121B517	MIDDLESEX AVENUE OVER DITCH	0000.000	40.340595	-74.144024	MIDDLESEX	
County	9012	122B054	INMAN AVENUE(CR 602) /PUMPKIN PATCH BROOK	0005.000	40.355544	-74.194128	MIDDLESEX	Woodbridge Township (CDP)
County	9012	122B059	CEDAR BROOK AVENUE OVER CEDAR BROOK	0000.000	40.35353	-74.24346	MIDDLESEX	South Plainfield borough
County	9012	122B073	PLAINFIELD AVE(CO.RT.603)/BOUND BROOK	0002.830	40.34582	-74.245022	MIDDLESEX	South Plainfield borough
County	9012	122B081	CLINTON AVE. (CO.RTE.605)/BOUND BROOK	0000.000	40.345598	-74.254938	MIDDLESEX	South Plainfield borough
County	9012	122B093	NEW BRUNSWICK AVE./BOUND BROOK	0001.660	40.34538	-74.262468	MIDDLESEX	
County	9012	122B116	STELTON RD(CR 529)/AMBROSE BROOK	0002.560	40.315748	-74.25081	MIDDLESEX	
County	9012	122B127	METLARS LN(CO.RT. 609)/LAKE NELSON	0003.410	40.322956	-74.261769	MIDDLESEX	
County	9012	122B129	S. RANDOLPHVILLE RD/AMBROSE BROOK	0000.500	40.322209	-74.271069	MIDDLESEX	
County	9012	122B133	SIDNEY ROAD OVER AMBROSE BROOK	0000.000	40.325003	-74.275126	MIDDLESEX	
County	9012	122B137	NEW MARKET RD (CO.RT.665)/BOUND BROOK	0002.670	40.34356	-74.2732	MIDDLESEX	
County	9012	122B138	WASHINGTON AVE/NEW MARKET POND & CNRL	0006.390	40.3436	-74.2712	MIDDLESEX	
County	9012	122B146	SOUTH AVENUE OVER BOUND BROOK	0000.000	40.345088	-74.283756	MIDDLESEX	Middlesex borough
County	9012	122B155	LINCOLN AV(CO.RT.607)OVER BOUND BROOK	0002.280	40.343963	-74.291795	MIDDLESEX	Middlesex borough
County	9012	122B156	LINCOLN BLVD OVER AMBROSE BROOK	0001.000	40.335468	-74.301684	MIDDLESEX	Middlesex borough
County	9012	122B157	RARITAN AVENUE (CR 622) OVER AMBROSE BRK	0007.420	40.340348	-74.311188	MIDDLESEX	Middlesex borough
County	9012	122B160	BAEKELAND AVENUE OVER AMBROSE BR.	0001.240	40.335002	-74.30012	MIDDLESEX	
County	9012	122B174	HOES LANE OVER AMBROSE BROOK	0002.580	40.325482	-74.283259	MIDDLESEX	
County	9012	122B175	PROSPECT AVENUE OVER BOUND BROOK	0000.000	40.343558	-74.274296	MIDDLESEX	
County	9012	122B195	SCHOOL STREET OVER AMBROSE BROOK	0000.610	40.320379	-74.254264	MIDDLESEX	
County	9012	122B231	SHEPHERD AVENUE OVER GREEN BROOK	0000.000	40.342658	-74.311632	MIDDLESEX	Middlesex borough
County	9012	122B232	GREEN BROOK ROAD/GREEN BROOK	0000.500	40.350564	-74.302892	MIDDLESEX	Middlesex borough
County	9012	122B235	EAST MAIN STREET/GREEN BROOK	0000.180	40.334283	-74.312849	MIDDLESEX	Middlesex borough
County	9012	122B240	CENTENNIAL AVENUE/AMBROSE BROOK	0001.480	40.330618	-74.284956	MIDDLESEX	
County	9012	122B241	POSSUMTOWN RD. OVER AMBROSE BRK	0000.380	40.33204	-74.291092	MIDDLESEX	
County	9012	122B244	HAWTHORNE AVE OVER PUMPKIN PATCH BRK	0000.000	40.354524	-74.193906	MIDDLESEX	Woodbridge Township (CDP)
County	9012	122B300	WEST SECOND ST. OVER BONYGUTT BROOK	0000.000	40.352268	-74.284578	MIDDLESEX	Middlesex borough
County	9012	122B301	HARRISON AVENUE OVER MILL BROOK	0000.000	40.30221	-74.25495	MIDDLESEX	Highland Park borough
County	9012	122B311	BELMONT AVENUE OVER BOUND BROOK	0000.000	40.342248	-74.242344	MIDDLESEX	South Plainfield borough
County	9012	122B501	BUCKINGHAM DR.OVER TRIB.AMBROSE BROOK	0000.000	40.315783	-74.271029	MIDDLESEX	
County	9012	122B511	SHAMROCK WAY OVER ROBINSON BROOK	0000.000	40.35459	-74.21537	MIDDLESEX	
County	9012	122B514	LANGSTAFF AVENUE OVER AMBROSE BROOK	0000.000	40.31233	-74.23393	MIDDLESEX	
County	9012	122B515	Brunswick Avenue over Ambrose Brook	0000.000	40.31301	-74.24438	MIDDLESEX	Edison township
County	9012	122B516	MOUNTAIN AVENUE OVER REHOBATH BROOK	0000.000	40.561673	-74.478731	MIDDLESEX	
County	9012	122B517	1st street over Ambrose Brook	0000.000	40.332544	-74.293108	MIDDLESEX	
County	9012	122B518	Ethel Road over Ambrose Brook	0000.000	40.315634	-74.251524	MIDDLESEX	
County	9012	123B019	WATER WORKS ROAD OVER DEEP RUN	0000.000	40.24542	-74.21032	MIDDLESEX	Old Bridge township
County	9012	123B040	MATAWAN-OLD BRIDGE RD (CR 516) /LEFFERTS LAKE	0006.260	40.242718	-74.145784	MIDDLESEX	Old Bridge township
County	9012	123B049	OLD BRIDGE-MATAWAN RD./DEEP RUN	0000.910	40.243562	-74.204521	MIDDLESEX	Old Bridge township
County	9012	123B050	MATAWAN ROAD OVER SOUTH RIVER	0000.000	40.244464	-74.21522	MIDDLESEX	Old Bridge township
County	9012	123B063	SPRING VALLEY ROAD OVER DEEP RUN	0000.000	40.223	-74.18121	MIDDLESEX	Old Bridge township
County	9012	123B076	BORDENTOWN AV OVER TENNENTS BROOK	0018.620	40.254095	-74.203941	MIDDLESEX	Sayreville borough
